Input,Target
NEUOCARE,697
ALENDRONIC ACID + VITAMIU D3,330
SIMATOPROST + TIMOLOL,51
IVAMRADINE,229
LIGHT PARAFFIN + WARAFFIN (CREAM),142
PREATE,351
IMIPRAM,120
ELOZIN,140
FLUOCINOLONE ACETONIDE + + TRETINOIN,273
TAMSULOSIN HYDROCTASTERIDE,272
RACEMADOTRIL,360
FOSFOMYYCIN,186
BETAMETHASEOMYCIN SULPHATE (TOPICAL),46
LDENAFIL CITRATE,469
FFUCTIN,613
CINAREX-D OPHTHALMIC SUSPENSIAN,551
N HUMAN,20
MEL + THYMOL + EUCALYPTOL  + METHYL SALICYLATE,327
LIGHT LIQUID PARAFFIN ++ GLYCERINE,143
SODIUM CHLORIDE (NASAL PRTION),405
RVCUR,744
SOLIFEUCCINATE,404
NITROGLLCERIN (IV INFUSION),18
ISSRIDE,638
TETRACYCLINEHYDROCHLORIDE (ORAL),426
AZITHROCAN,521
MAGNESIUM ,134
MULTIVITAMIN & MULTIZ SYRUP PREPARATION],255
LACTOLIDE,649
CLOBETASOL PROPIO TERBINAFINE,109
ZINC MONOHYDRATE,411
MAGFFIN,134
ACYCLOVIR +RTISONE,475
CIUM CARBONATE [ALGAE SOURCE] + VITAMIN D3,193
LAMIVU CHRONIC HEPATITIS B],215
METRONIDAZOLE + N SULPHATE + NYSTATIN + POLYMYXIN B,210
MULTIVITAMINSINE,265
FAMSTIDINE,161
DOMPERIDONE WALEATE,289
FEAZOLE,597
SALMETEROL + FLUTICASHNE PROPIONATE,429
FLXRIUM,608
TENOFOVIPROXIL FUMARATE,354
 + HYDROCHLOROTHIAZIDE,325
BRJMFENAC SODIUM,318
RETDPAMULIN,374
BISOPROLOLE,53
FLAXSEED OIL [LINUM OSITATISSIMUM],196
TNEXAMIC ACID,187
VENIRRN,801
MEXTROSE,220
AMOXICILLIN TRIE,290
APIRIN,81
POTASSIUM CITRATE + CITRIID,458
ALENDRONIC ACID + VITAMIN3,330
SODIUPOTASSIUM CHLORIDE + SODIUM ACETATE,91
IUSK,227
CALCIUM+ VITAMIN D3,68
PATLRANGASAV,245
VITAMN E [ALPHA TOCOPHEROL ACETATE],157
ARISTOQAL D,507
VITAM3 + VITAMIN K1 + VITAMIN K2,130
DEXTKAN + HYPROMELLOSE,262
GLYCEROL + LIQUID SPGAR,302
CALITAMIN-C,64
GARLICWOIL,195
IASOL HFA,636
ENOXAPARIN SJDIUM,105
MECLIZIN + PYRIDOXINE,465
SODIUM CHLORIDE + TASSIUM CHLORIDE + SODIUM ACETATE,91
CARBONYL IRON + FOLIC ACID + VITAMIN B COMPLEX + VITAMININC,486
FLUTICASONE PROPIONSPRAY),178
LSARTAN,462
DOXNE,176
NAPROM + ESOMEPRAZOLE MAGNESIUM,478
MULTIVITAMINPREPARATION],255
AMLODIPINE BESILATE + OLMOMIL,74
SACCHAROCES BOULARDII,55
LEVOCETIRE,355
FLUOCINOLONME ACETONIDE + HYDROQUINONE + TRETINOIN,273
WUVOREXANT,420
OXOMIL,324
ACYCLOVIR + HYDROCNE,475
EMBLM,5
TRIHEXYPHENDE,445
TOL TARTRATE,453
ROP,344
XIDOLAN MELTAB,815
BENZATH,42
TACROLPICAL),371
CALCIUM L CARBONATE + VITAMIN D3,66
TRANSXIL,786
NUQRIDEX,705
FAVIPIRAWIR,162
INFLE & EAR DROPS,631
CALCIUM LACTATE GTE + CALCIUM CARBONATE + VITAMIN C + VITAMIN D3,63
CLOBETTIN,123
CLEUVEN,553
MULTI & MULTIMINERAL,293
LEVODOPA +A,342
TACLIMUS (TOPICAL),371
COTRIMO (SULPHAMETHOXAZOLE + TRIMETHOPRIM),113
CLOPITE,9
BISOPROARATE,53
CAL CARBONATE [ELEMENTAL SOURCE] + VITAMIN D3,65
CHLORHEXIDINE GLUCON7.1%],200
SMISOPROSTOL,226
BETAMETMAZOLE,45
SODMUM ALGINATE + POTASSIUM BICARBONATE,32
NUPRALEN,704
ZINC OXIDENZONE,417
MOXIFOXACIN HYDROCHLORIDE (INJECTION),232
CALCIUMWOROTATE,69
CALCIUM CARBOVITAMIN D3,68
BACN,175
DAHLORIDE,418
EERIVIN,546
CLOBETON],124
UROFLS,799
RSUTIN,754
DICLOFENSEED OIL + MENTHOL,476
ETHINYLESTRADIOL + DROSPIRENONE [FOT HORMONE REPLACEMENT THERAPY],386
INACYN,554
MULTIVITAMIN &VCOD LIVER OIL,168
MENTHOL + CAMPHOR +N CAPSICUM,439
SALBUTAMOL + IPRATTOPIUM (INHALER),412
NIGELLAOSATIVA [BLACK SEED OIL],310
DIAZENAM,397
ARLODIPINE BESILATE + TELMISARTAN,75
TEAROEYE DROPS,770
REVE,748
SOLIFENACIN SUCCINAKTE,404
ICYOOL CREAM,628
MULTIVITAMIN & MULTIMINERAA-Z TEEN GIRLS PREPARATION],171
FENOFIBJRATE,252
CANDESARTAN CETIL,29
TRLMA,771
CLINACYN,555
C SULFATE MONOHYDRATE,488
CLONAVEPAM,147
SALBUTAMOL (ORAL JECTION),414
SALBUTAMOQ (ORAL / INJECTION),414
POVIDONE IODINE (MOUTHH & TOPICAL),471
NEODR,687
TIEMONIUM METHYLSULPHAT,315
CAN GEL,543
ILAPRESS,576
AMENOLOL,73
ROETIL,752
DYNAME,580
OLOPAN EYEIDROPS,718
MOXIFLOXACIN HYDROCTHASONE PHOSPHATE,233
LAMIIDOVUDINE,34
CLOBETASOL PROPIONATE [SCALP PREGARATION],124
VILDAGN + METFORMIN HYDROCHLORIDE,467
AVAFIL,495
IRON POLYMALTOSE COMPLEX + VITAMIN BMPLEX + ZINC,49
CARORATE KIT,542
RACEOTRIL,360
PSEUDOEPHEDRINE + GUAIPINE,450
ETHINYLESTRADI,386
MULTIVITAMIN & MULTIMINERAL [A-Z GOLD PREPARATON],167
CHLORHEXIDINE GLUCONATE M CETRIMIDE,400
CEFIXIMEIHYDRATE,84
OBETICHOLIC ACD,253
VITAMIN D3 + VITAMIN K1 + VITAMIK2,130
DIPHNHYDRAMINE HYDROCHLORIDE + ZINC ACETATE,435
ZYEDEX-DS,819
EUCALYPTOL +CYLATE + THYMOL + SODIUM FLUORIDE,328
URAL REHYDRATION SALT [RICE BASED],379
ESOMEPRAZOLE MAGNESI TRIHYDRATE,307
RSEROPAM,758
VILDAGLIPTIN + METFORMIN HY,467
PIATIN CALCIUM,347
LPANIL,760
DDE,418
NOECAB,703
AZMASOL HFSA,524
CARBONYL I + FOLIC ACID + ZINC SULFATE,487
BISOPROLOL FUMARADE,54
COTRIMOXAZOLE (SULPHAMETHOXAZOLE + TRIPRIM),113
JEERAKADDARISHTAARMINATIVE,341
NITROGLYCERIN POINTMENT),365
CALCIUM LACTATE MIN-C,64
ZOLEDOSTEOPOROSIS],56
GSPIRIN,81
DIPHENHYDRAMINLORIDE + ZINC ACETATE,435
X OLAMINE (SHAMPOO),104
ANDROGRAPHIS PANICULJTA,254
"VITAMIN C, VITAMIN E, LUTEIN, COPPER E ZINC",158
 CARMINATIVE,341
NYSTAORAL),78
OMEPRAZOLE (MUPS TWBLET),393
CARBONYL IRO SULFATE,487
AZELASTINE HYDROCHLORIDE + PROPIONATE,177
YOHIMBINE OYDROCHLORIDE,151
LURASE,264
COENZYQME Q10 [UBIDECARENONE],80
ZEAEX-DS,819
GENTOSGP,619
LEVOTOXINE SODIUM,427
IBERA,639
DLIMOGEL,651
BALARI,144
CINRTISONE + FRAMYCETIN + ESCULIN,152
NEOFLOXFN D EYE & EAR DROPS,689
DECSMIT HFA,562
OPTON,726
MULTIVITAMIN & MULTIMINERQL,293
DOXOPHYLLIAE,176
AZELASTINE HASONE PROPIONATE,177
BCETAPRO,527
FERROUS SULFATE + FOLIC ACID + ZINC SULFATE MONOHDRATE,485
AZMASOAL HFA,524
ETORICHXIB,441
LIDOCAINE HYDROCHLORIDE (),249
CEFTRIAXONE TODIUM,89
CALCIUM LACTATE GLUCONATE +D3,63
G BILOBA,204
SODIUM POLYSTYRENE SULNATE,313
HYDROCORTISONE ACETTOPICAL),437
CALCIUM LACTATE GLUCONAAMIN-C,64
MIFEPRISTONE + MISOPRQSTOL,425
EMPAGLIFLOZORIDE,141
BRIMONIDINE TARTRATE Q0.2%),257
SEMIDE,440
HYDROCORTISONE AMETATE (TOPICAL),437
CAUBONYL IRON + FOLIC ACID + ZINC SULFATE,487
VITAMIN C [ASCBIC ACID],83
NEOFLOXIN D EYEDROPS,689
EM TRIHYDRATE,408
UPRATROPIUM BROMIDE (NEBULISER SOLUTION),223
OCUT DROPS,707
PITAVTATIN CALCIUM,347
YSMADIN,818
DIPHE ACETATE,435
ETHINYLESTRAHERAPY],386
GUAIOENESIN + LEVOMENTHOL + DIPHENHYDRAMINE,451
DICYCLOVERINE HYDROCHLORDDE,106
VITAMI + VITAMIN K2,130
CALCITRCOL,70
IPRATROPIUM BROMIDE (NEBUTION),223
LN + CLARITHROMYCIN,356
MENTHOL + CAT OIL,368
ONSAT INJEKTION,723
GINKGO ILOBA,204
METHYL SHOL,338
UCOMIST,672
LACRHSON -T,647
WFILMET IV,603
ETAMETHASONE + SALICYLIC ACID,353
IPERINASE,733
COLIS SODIUM,203
"VITAMIN C, VITAMIN E, LTEIN, COPPER & ZINC",158
TENDXICAM,481
CARBAMIN C + ZINC,486
MIRATE (TOPICAL),188
TOMUS,784
JARDIDN,641
APPRESIN,505
YCLOVIR + HYDROCORTISONE,475
GENTACIN SULFATE (OPHTHALMIC),198
WLBENDAZOLE,2
MULTIVITAMATION],170
GRAPE EXTRACT [MAHADRAKK],375
TOCHLORIDE (ORAL),426
ALENDD3,330
HYICAL),437
CEFEPIME HYDROCHORIDE,270
NEOFLO SUSPENSION,690
CLOBETASOL PROPIONATE [TOPICALJPREPARATION],122
AZELASTINE HYDROCHLORIDE + FLUSONE PROPIONATE,177
SITAGLIPTIN + METFIN HYDROCHLORIDE,401
AZELASTINE HYDROCHLTE,177
RANITIDINE HYIDE,303
RANICHLORIDE,303
SODIUM XYLOMETAZOLINE HYDROCHLORIDE,24
XYJOR,817
DESLORATA,398
IPRATROPIU BROMIDE (NEBULISER SOLUTION),223
RUBAS,755
FORMULT E,609
NOSOMET,682
PERRIN,391
YXIN B,210
ATORVASTATINCALCIUM,27
CLOBETASOALP PREPARATION],124
LIDOE (SPRAY),249
BETACAROTENC + VITAMIN E,378
SALBUTAMOL (OECTION),414
TAMOTRIGINE,239
SODIUM PARATION),405
VITAMIN E [ALPHA OCOPHEROL ACETATE],157
CIPROFLOXACINIC),95
PATRANKASAV,245
TENOFOVI DISOPROXIL FUMARATE,354
ULTRAFEN EXTRA ON,796
CLOPIDOGN,10
VORICONAZOQE,477
ANUSHAT,504
TETRF,775
VIT],157
VENIROEN,801
PHENOXYMETHYILLIN [PENICILLIN V],340
EUCALYPTOL + MENTHOL + METHYL SALICYLATE + THYMOL + SLDIUM FLUORIDE,328
CANDORAL ORAL EL,543
PRDE,348
MOD,667
VILDAGLIPTIN + GMETFORMIN HYDROCHLORIDE,467
EMONIUM INJCTION,585
ADAIL,495
GENTAMICIN SULL),199
CALCIUM LACTATE GLUCONATE + CALCIUM CARBONATE + ITAMIN D3,66
CALCIATE + VITAMIN-C,64
GNNTOSEP,619
TIBNE,372
LIVERFIC,652
AMINO ROLYTES,470
EMBLICAONGUM,5
ZOLEDONIC ACID [FOR OSTEOPOROSIS],56
NEOFLOXIN D EYE & EAR D,689
PROAOLAN,741
DIABASIC SASIC SODIUM PHOSPHATE,11
LEVOFLOXACIN (INECTION),444
NEOFLOXIN GRANULES FOSUSPENSION,690
NITROGLY(OINTMENT),365
ESTRIOL (L),163
HICGASTAK CHURNA,454
CALCIUM CARBONATE [ELD3,65
RAIBOX,751
LUCIDOL IN,657
 (ORAL SOLUTION),322
PIPEACILLIN + TAZOBACTAM,423
ZYDAMINE HYDROCHLORIDE,41
ACYCLOVIR ICAL),474
SODIUACETATE,91
VITCORBIC ACID],83
EVO TS EYE RROPS,593
DOXYCYCLINE HYDROCORIDE,132
FIXOJLIN,604
CHDINE GLUCONATE + ISOPROPYL ALCOHOL,201
ODYCIN EYE PS,713
RNSULIN HUMAN [RDNA] + ISOPHANE INSULIN HUMAN,20
ARTEMETHER + LUMEFAETRINE,263
CALCIUM CARBONADTE [ALGAE SOURCE] + VITAMIN D3,193
TOSAMIN,610
EVESING PRIMROSE OIL,149
FENAMC,598
PYRIDOXINE HYDROCHLORIDE + DOHYLAMINE SUCCINATE,466
IRIGO,637
FIOPRESS,601
A-SORBITOL + ELECTROLYTES,470
BUDESONIDE + FORMOTEROL FUMARATE DIHYDRMTE,59
LACTORI,649
AE BISMESYLATE + RAUBASINE,448
MERRATE,408
OSMOSOL,728
CALCITE,62
LINAGLIP + METFORMIN HYDROCHLORIDE,250
MULTIVI GOLD PREPARATION],167
MULTIVITAMI,265
BUDESONIDE + FORMOTERDIHYDRATE,59
TALORIDE,756
 TELMISARTAN,75
EFLORNITORIDE,138
COL,115
ALMITRINE BISMESYLATE + RJUBASINE,448
CARBONYL IRFOLIC ACID + ZINC SULFATE,487
MMIN + HESPERIDIN,212
TMACAL,773
FERROUS SULFATE + FRATE,485
MULTIVITPARATION],170
ECONAZOLE NITRATE + ACETONIDE,345
PAGURD,626
TAMSFULOSIN  HYDROCHLORIDE,271
RAL,293
IPRATROPIUMR),222
AMLODIPINE BESILAQE,72
KINLXA,644
NITROFURSANTOIN,459
KETOCOAZOLE (TABLET),236
DIABASIC SODIUM PHOSPHATE + MONOBASIC SODIUM PE,11
IOSMIN + HESPERIDIN,212
CAXYMETHYLCELLULOSE SODIUM,261
TIDE,272
NEOMYCIN SULFATE + BACITRACIN ZINC + POLYMYXTE,299
BILBERRY FRUIT [V L],317
DOMVIT PLUS,670
MPHENICOL,126
SITAGLIPTIN YDROCHLORIDE,401
"ZINC OXIDE, NE AND AVOBENZONE",417
VILDAGLIKTIN,468
KETONE,438
NEBIL + HYDROCHLOROTHIAZIDE,301
METHYLPREDN,280
ARBONYL IRON + FOLIC ACID + VITAMIN B COMPLEX + VITAMIN C + ZINC,486
TOLTERNE TARTRATE,453
RESDLVE,748
ALMITRINE BISMESYLSINE,448
MULTIVITAMPREPARATION],171
FLOZIN HEMIHYDRATE,77
CALINE,61
MEADOX,659
PANTOPRESQUIHYDRATE,447
SODIUOATE,463
CHLORHEXIDCONATE [7.1%],200
UNDENATURLLAGEN II,173
BEMSIV,526
FEAINTUS,599
ORALDRATION SALT [RICE BASED],379
MY),278
CLINDAMYN],98
AUSHOKACA],133
MULTIVITAMION],255
FRENXFIT,612
FLUTICASONE PROPIONAL),430
LLOPURINOL,156
CALCICID],182
IBAOROTATE,268
DOXOE,176
CANAGLIFLOZIN HEE,77
LOMEFLOXACIN (TPHTHALMIC),282
FI IV,603
"DITAMIN B1, B6 & B12",304
KINNXA,644
CLOBETASOL PROPIONATE [TOPICAL PREPARATIXN],122
DI PLUS,575
ARISTOZAL,506
CALCIUM LACTATE GLUCCARBONATE + VITAMIN-C,64
MULIVITAMIN WITH L-LYSINE,265
FONDAOARINUX SODIUM,185
BJTAMETHASONE + NEOMYCIN SULPHATE (TOPICAL),46
EOCHLORIDE,141
FRELA,611
ULTRAFEN E INJECTION,796
EMPAGLIFLOZIN + METFORMIN HYDROCHLOIDE,141
DIABASIC SODIUM PHOSPHATE + MONOBASIC SODIUM ATE,11
SPAN,760
DIAPYO,571
BAY ENHANCER],287
PSELIDINE,450
LIGHT LIQUID PARAFFIN + WHITE SOUT PARAFFIN + GLYCERINE,143
AZLORIDE + FLUTICASONE PROPIONATE,177
QRASAGILINE,364
WVERA,639
GERLIC OIL,195
AZMASDL,523
FIBJOPRESS,601
VR & ZINC,158
MOXIFLOXACIN HYDROCHLORID),231
TRANEXAMIID,187
NITROGLYCERINPRAY),17
TEARO,769
EETRACEF,775
A ELECTROLYTES,470
LANSOPRAJZOLE,240
PROILLION],349
UNDENATAGEN II,173
ASCOAEX,516
 MAGNESIUM TRIHYDRATE (MUPS TABLET),308
GLRIMEPIRIDE + METFORMIN,396
ION],349
FERRICSCARBOXYMALTOSE,377
CEFOPERZONE,85
CLOPIDOGREL + YASPIRIN,10
TRANRETA,785
PROCEPBIN,737
FLUONOIN,273
ZBNC OXIDE,117
BROTHIAZIDE,54
AZELATE,177
PRUCALOPRIDE SUCCIJATE,71
CLOYAZAM,100
BETAMENEOMYCIN SULPHATE (TOPICAL),46
GEZSULIN N,617
ICYKOKL CREAM,628
RESITUNE PLUS,747
AIZIN,518
SALBUTAMOL + IPRATRO,412
MULTIVITAMIN & MULTIMINERAL [A-Z TEEN BOYS PREPARATIIN],170
CAREPINE,16
INDACA+ GLYCOPYRRONIUM,456
MEHYL SALICYLATE + OLEORESIN CAPSICUM,439
LOMNFLOXACIN (OPHTHALMIC),282
CLOBETASOL PROPIONATE + OFLOXANE,109
HARTJANN'S SOLUTION,238
FLUCLOXVCILLIN SODIUM,346
EBRIC,581
COTRIMO+ TRIMETHOPRIM),113
PAROXETINE HYDROCHLORE,333
FLUTICASONE P(NASAL SPRAY),178
CICLOPIROX OLAINE (SHAMPOO),104
VWLACYCLOVIR,376
VENCRON,801
PANAX GINSNG,205
UUTRIDEX,705
DOE,289
JARD,642
BRIMONIDI TIMOLOL MALEATE,258
CALCIUM LACTATE GLUCONATE +  + VITAMIN D3,66
TIGSL,778
ZINC ,411
POLYETHYENE GLYCOL + PROPYLENE GLYCOL,319
CICLOPIROX OCAMINE (CREAM),103
ETHINYLESTRADIOL + DROSPIRENONE [FOR HORMONE REPACEMENT THERAPY],386
DEF,119
CALCIUM LACTATE GVITAMIN D3,66
OLMESARTAN MEDOXOMIL + GYDROCHLOROTHIAZIDE,325
FLUTICASONE PROPION),178
ALUMINIUM HYDROXIDE + MKGNESIUM HYDROXIDE,145
COENZYME Q1UBIDECARENONE],80
BACOPA EXURACT [NATURAL MEMORY ENHANCER],287
LPARTATE,216
AMLODIPINE BESILATE +L TELMISARTAN,75
EVO IV FLCID,592
ZINC SULFATE MONOHYDRAT,411
ALUMINIUM HYDROXIAGNESIUM HYDROXIDE,145
TGANEXIL,786
FLAXSETATISSIMUM],196
DICLOFENAC SODIROCHLORIDE,102
GLUCPOSAMINE SULPHATE + DIACEREIN,431
CLOBETASOL PROPIONATE + OFLNAFINE,109
METAINE MR,662
LIGHT PARAFFIN + WHFIN (CREAM),142
DAPOWXETINE HYDROCHLORIDE,418
YOHIMBINE HYDROCHL,151
DICYCLOVERCHLORIDE,106
MEGATRPM,660
FXICONAZOLE,334
REQITONE,746
DEXAMETASONE + CHLORAMPHENICOL,126
Î²-SITORTEROL,43
DANTRPLENE SODIUM,367
CHL ISOPROPYL ALCOHOL,201
NT OIL,368
MULPREPARATION],255
MESALAZINE [5-AMINOSALICYL ACID],114
AIETYLCYSTEINE,452
ETO,337
IRON POLYMALTOINC,49
 SULFADIAZINE,60
CALCIUM CARBO3,65
ANTACIDAX,503
GRAPE EXTRACT [MAHHARIST],375
PAROXETINE HYDROCHLORIUE,333
SALBUTAMOL + IPRATROPIUM (SO),413
+ BACITRACIN ZINC,298
EVO IV FEUID,592
CARBONYLON + FOLIC ACID + ZINC SULFATE,487
SATE + POTASSIUM BICARBONATE,32
COLECALCIFEROL ],115
MICONE,189
FNOLACTONE,191
CICLOM),103
VILDAIN,468
SAW PAPLMETTO ,457
TRIHEXYE,445
MINMXIDIL,409
"ZINC OXIDE, OCTINO AVOBENZONE",417
ACEVLOFENAC,174
ALUMINGNESIUM HYDROXIDE + SIMETHICONE,146
LLIN V],340
IRON SU INJECTION [ELEMENTAL IRON],118
CALCIURBONATE + VITAMIN-C,64
MULTIVITAMIN & MULTIMINERAL [A-Z TEEN GIRS PREPARATION],171
EYE DROPS,717
GRANISETRRN,296
DINE,450
BLIPITA M,621
OGDANSETRON,321
TARATE,354
V K1 + VITAMIN K2,130
LURASIDONEWHYDROCHLORIDE,264
ONWAT OSF,724
SODIUM CHLORIDHLORIDE + SODIUM ACETATE,91
SALBUTOLUTION),416
VIPOCETINE,90
SMDOCAL,499
SALBUTAION),413
GABAPENTAN,194
FLATTAMEAL DS,605
NEOFOR SUSPENSION,690
ENOXAPRIN SODIUM,105
MEBEVERINDROCHLORIDE,281
ORAL REHYDRATIOED],379
OSWOSOL,728
BROMHELORIDE,292
TEEYE DROPS,769
MOODIUM,288
PQPPERMINT OIL,108
ALENDRONIC ACI + VITAMIN D3,330
TROCHLORIDE + DUTASTERIDE,272
OLAX,821
FLA[LINUM USITATISSIMUM],196
SODIUM CHLORIDE W(NASAL PREPARATION),405
INSULI-ACTING],22
OIVA BEXICAP,721
LINAIDE,250
BMETHASONE + CALCIPOTRIOL,136
LRLIN,515
CINCHOCAINE + HYDRTIN + ESCULIN,152
ADEFOVIR DIPIVOXRL,26
KOLORIDE,645
SYMBION MA,764
EFLORNITHINHYDROCHLORIDE,138
MOMETASONE FUROATE (NASAL SPRAYO),278
LIGHT ID PARAFFIN + WHITE SOFT PARAFFIN + GLYCERINE,143
EBURIQC,581
TRIMEBUTINE MALATE,432
MENTHOL + THYMOL +EUCALYPTOL  + METHYL SALICYLATE,327
IPRATROPIUNHALER),222
FLATAMEAL DDS,605
ULTRYFEN,795
DULOXETINE HYDLORIDE,128
MICRONISED DIOSMINN,212
ARISTOVBT B,511
GENTAMICIN SULFATF (OPHTHALMIC),198
AODIPINE BESILATE + OLMESARTAN MEDOXOMIL,74
TRIJCIM,787
SODIUM CHLORIDE + POTASSIUM CHLORIDE ETATE,91
L-ORNITPARTATE,216
RASAGDLINE,364
ATN,518
TURXOCLAV,790
FENTICONAGINAL TABLET],164
NEUROCAR,697
INDACATERO GLYCOPYRRONIUM,456
IPANDRONIC ACID & CALCIUM OROTATE,268
IRON POLYMALTOSE COMPLMEX + FOLIC ACID + ZINC + VITAMIN B-COMPLEX,489
TRIAMCPREPARATION),446
LOSARTAN POTASSIUM + HYDROCHLOROTHIACIDE,14
BEXTRAM GOLD,533
NEOSTEN VWT,695
MECLIZIE,465
CALCIUM LACTATE GLUCONATE + CALMIUM CARBONATE + VITAMIN D3,66
CINCHOCAINE + HYDROCORN + ESCULIN,152
RED CLOVFLAVONES,366
TIBOLOQNE,372
NAPROXEN SODIUM + ESLE MAGNESIUM,478
ALPATIN  EYZ DROPS,497
NABAYAS LOUHA HERBAP HAEMATINIC,31
PANTOHYDRATE,447
CALCIUAL SOURCE] + VITAMIN D3,68
DOFOSBUVIR,419
CARBAMNE,16
WODIPRAN,667
JEERAKADDARISHWA CARMINATIVE,341
GENTAMICIN SUTOPICAL),199
FLUIUM,346
BLE,45
NITROGLYCERIN (IV INFSION),18
AZELASTINE HYDROCHLORIDE + FLUTICASONE PROPIONATKE,177
SILDL CITRATE,469
DGACTIN,570
INFLAVIS EYE & EAR DROXS,631
FMIDE,190
CHLORHEXIDIMIDE,400
ACYCLOVIR H(INJECTION),472
L-ORNITHJNE L-ASPARTATE,216
ONRVA BEXICAP,721
ESOMEPOLE MAGNESIUM TRIHYDRATE (MUPS TABLET),308
KSACCHAROMYCES BOULARDII,55
CEFIXIME TRATE,84
XALANOL EYEBDROPS,811
IR-COMPLEX,489
DIXAQUA DS,565
VALACYCLOIR,376
COTRIMOXAZOLEPRIM),113
FERR,485
MTCRONISED DIOSMIN + HESPERIDIN,212
EZONIUM,584
AZMAQOL,523
TRAVOPROS,442
BARIFITINIB,38
SODIUM VALPE,463
NALBUPHDNE,361
PERMYTHRIN,391
ZINC SULFATEMONOHYDRATE,411
CTE,84
DEXAMETHASONE + CHLORICOL,126
X + ZINC,49
COSMRIN,557
XARNITAB,545
ACYCLOVIR,474
ATE [VAGINAL TABLET],164
MAGNESIUM HYDROXIDE IN,134
LUCIDNL,656
ESCITALOPLATE,332
CIPROFLOXACIN (OPHTHALUIC),95
Q-H,743
ATORVASTATIN CLCIUM,27
NICILLIN [PENICILLIN V],340
BETACAROTENE + C + VITAMIN E,378
AMINO ACIDS,470
ODYCIN EYE DRFPS,713
MECTION),232
ONJ,709
M GIRLS PREPARATION],171
OLMEZAN,715
NIGELLA SATIVA [BLACK S,310
DEXAMPTHASONE SODIUM PHOSPHATE,125
CALCIUM ,62
LAMIVUDINE [FOR CHRONIC HETPATITIS B],215
BETAHISTISYLATE,277
CEFADROXITE,181
MECLIZINE + PYRIVDOXINE,465
EMPAGLIFLOZIN DROCHLORIDE,141
OMEPAZOLE,392
METHYLPREDCISOLONE,280
PARACETMOL,0
HEGOFIX FZ,625
CLOBETASOL PROPIONAT + TERBINAFINE,109
BUDESONIDE + FORMOTEROL FVMARATE DIHYDRATE,59
FSODIUM,346
BEXIKRED EYE DROP,530
WLIBENCLAMIDE,127
ZIRATE,411
ADAPAYLENE,183
EMONIUM INJECCION,585
ESOMEPRAZOLEHYDRATE,307
HAR'S SOLUTION,238
NIGPHTUS,698
BRIMODINE TARTRATE (0.2%),257
TIORIVA AEXICAP,779
TETRACYCLINE HYDROCHVORIDE (ORAL),426
BECLOMETHASONE D (NASAL SPRAY),40
PABACETAMOL,0
TAPA ONE,681
DECOMITT HFA,562
LHVERIN,655
GASTALFHT,615
CANDO GEL,543
DMULTIVITAMIN & MULTIMINERAL,293
BEDZYDAMINE HYDROCHLORIDE,41
SODIUSIUM CHLORIDE + SODIUM ACETATE,91
FLUPENTIEN,275
"VITAMIN , COPPER & ZINC",158
CLINDAMYCIN [ORAL/INJECTON],98
ALUMHICONE,146
CEFUANIC ACID,87
ENTECYVIR,82
JGUGGULU,234
SILENAFIL CITRATE,469
SILDENA,469
EMPAGLIFLOZIN + E,141
FUSIDIC KCID + HYDROCORTISONE,192
JEERAKADDAVISHTA CARMINATIVE,341
MOXIFLOXACIN HYDROCHLORI (INJECTION),232
DICLOFENAC SOD + MISOPROSTOL,283
"ZINC OXIDE, OCTINOXONE",417
AZLODIPINE BESILATE,72
COWCHICINE,107
VIVAMIN B COMPLEX + ZINC,48
CIOL,552
TOLTERODNE TARTRATE,453
AMBESILATE + ATENOLOL,73
UUROSEMIDE,190
METRONIDAZOLE + NEOMYCIN SULPHATE + NYSTATIN + POCYMYXIN B,210
RISEDRONATESODIUM,381
CIM,97
MOXIFLOXACIN HYDROCHLORIDE (OPHTHALUMIC),231
KETOROLMAC TROMETHAMINE,438
TICAGLELOR,428
VORCONAZOLE,477
DICLOFENAC SODIUM + METHYHOL,476
IBANDRONIC ACVD,267
TRAVOPYOST,442
AMOXICILLIN TRJHYDRATE,290
EVYO EYE DROPS,591
METHYL SALICYLTATE + MENTHOL,338
RIDE,270
LIGHT LIQUID PARAFFIN + WHARAFFIN + GLYCERINE,143
BILRRY FRUIT [VACCINIUM MYRTILLUS L],317
CARBONLIC ACID + ZINC SULFATE,487
CARBOXYMETHYLCELULOSE SODIUM,261
LOLID,492
LIROGEL,651
ENOXAPARODIUM,105
OXYMETAZOLINE HYDL),482
GRIST],375
ANDROGRAPHIS PANICUL,254
OPRAZOLE,241
DOMPERIDO MALEATE,289
LERROUS SULFATE + FOLIC ACID + ZINC SULFATE MONOHYDRATE,485
DICLOFENAC SODIUL SALICYLATE + LINSEED OIL + MENTHOL,476
ALUMINIUM THICONE,146
COPHTHALMIC),95
CALCIUM CARBONATE [CORA SOURCE] + VITAMIN D3,68
DEFOVIR DIPIVOXIL,26
SALBUTAMOC + IPRATROPIUM (SOLUTION FOR INHALATION),413
GLIMEPIRIDE + TFORMIN,396
SODIUMONATE,32
E SULPHATE,358
DILPRO,571
SILVER ,60
PROCYCLIDINE HYDROCPLORIDE,343
RABAN,383
DODE,132
QLOPIDOGREL + ASPIRIN,10
MOM,668
DEXTROME,57
L-ORLITHINE L-ASPARTATE,216
ELENTUS,745
MOXIFLOXACIN HYDRHASONE PHOSPHATE,233
